שנה,חודש,סמל_יישוב,יישוב,כביש,קוד_רחוב,lat,lon,בגשם_או_רטוב,מזג_אוויר,פני_כביש,חומרה
2024,8,7900,פתח תקווה,,199,32.09772,34.88895,0,בהיר,יבש,קשה
2024,4,2610,בית שמש,,,31.73231,34.98843,0,לא ידוע,לא ידוע,קשה
2024,11,7400,נתניה,,405,32.3326,34.85154,0,בהיר,יבש,קלה
2024,12,8300,ראשון לציון,,112,31.97962,34.77942,0,בהיר,יבש,קלה
2024,1,1200,מודיעין-מכבים-רעות,,441,31.91578,34.99004,0,לא ידוע,לא ידוע,קשה
2024,2,5000,תל אביב - יפו,,2157,32.0413,34.76211,0,בהיר,יבש,קטלנית
2024,12,4000,חיפה,,230,32.81056,35.05777,0,לא ידוע,לא ידוע,קלה
2024,5,,,2,,32.14935,34.80427,0,בהיר,יבש,קשה
2024,12,3000,ירושלים,,5127,31.81987,35.22835,0,בהיר,יבש,קלה
2024,6,2400,אור יהודה,,183,32.03915,34.86018,0,לא ידוע,לא ידוע,קלה
2024,8,,,5503,,32.19585,34.94254,0,בהיר,יבש,קטלנית
2024,5,3000,ירושלים,,1763,31.7603,35.22229,0,לא ידוע,יבש,קלה
2024,10,7900,פתח תקווה,,118,32.09393,34.88281,0,בהיר,יבש,קשה
2024,1,5000,תל אביב - יפו,,1540,32.07346,34.78446,0,בהיר,יבש,קלה
2024,11,874,מגדל העמק,,124,32.679,35.23374,0,לא ידוע,לא ידוע,קשה
2024,3,,,4,,32.7993,35.04995,0,בהיר,יבש,קשה
2024,1,8600,רמת גן,,714,32.08094,34.81622,0,בהיר,יבש,קלה
2024,3,,,5,,32.13461,34.83329,0,בהיר,יבש,קלה
2024,12,6600,חולון,,901,32.01231,34.76973,0,בהיר,יבש,קלה
2024,7,3650,אפרת,,149,31.67181,35.16515,0,בהיר,יבש,קלה
2024,12,6400,הרצליה,,538,32.16322,34.82319,1,בהיר,רטוב ממים,קלה
2024,11,7100,אשקלון,,763,31.69831,34.57103,0,בהיר,יבש,קשה
2024,5,7100,אשקלון,,1035,31.67668,34.59259,0,בהיר,יבש,קטלנית
2024,1,,,2,,32.52891,34.91543,1,גשום,רטוב ממים,קשה
2024,6,3616,מעלה אדומים,,201,31.79766,35.33053,0,בהיר,יבש,קלה
2024,4,,,65,,32.48259,35.03453,0,בהיר,יבש,קלה
2024,8,7400,נתניה,,405,32.33153,34.85124,0,לא ידוע,לא ידוע,קשה
2024,12,9500,קרית ביאליק,,150,32.82254,35.08326,0,לא ידוע,לא ידוע,קלה
2024,5,,,446,,31.92647,35.02534,0,בהיר,יבש,קטלנית
2024,4,7900,פתח תקווה,,511,32.07704,34.90509,0,בהיר,יבש,קלה
2024,3,,,3866,,31.74779,35.01472,0,לא ידוע,לא ידוע,קשה
2024,11,1031,שדרות,,203,31.53288,34.58753,0,בהיר,יבש,קלה
2024,7,,,4,,32.51743,34.92997,0,בהיר,יבש,קלה
2024,12,,,3755,,31.72432,35.15411,0,בהיר,יבש,קשה
2024,12,8300,ראשון לציון,,307,31.95714,34.80218,1,גשום,רטוב ממים,קלה
2024,5,3000,ירושלים,,4601,31.79762,35.23064,0,בהיר,יבש,קלה
2024,3,498,טורעאן,,107,32.77842,35.37823,0,בהיר,יבש,קשה
2024,9,3000,ירושלים,,1021,31.77163,35.18195,0,בהיר,יבש,קלה
2024,2,,,75,,32.69262,35.25088,0,בהיר,יבש,קלה
2024,1,5000,תל אביב - יפו,,934,32.08316,34.79148,0,בהיר,יבש,קלה
2024,9,,,20,,32.13167,34.8101,0,בהיר,יבש,קלה
2024,10,2710,אום אל-פחם,,,32.52044,35.15173,0,בהיר,יבש,קלה
2024,3,6600,חולון,,807,32.00259,34.76258,0,בהיר,יבש,קשה
2024,9,8800,שפרעם,,,32.80632,35.17189,0,בהיר,יבש,קשה
2024,7,3000,ירושלים,,1383,31.75955,35.18492,0,בהיר,יבש,קשה
2024,8,,,431,,31.95436,34.77939,0,בהיר,יבש,קשה
2024,1,8200,קרית מוצקין,,124,32.84387,35.08519,0,בהיר,יבש,קלה
2024,11,70,אשדוד,,335,31.78235,34.65516,0,בהיר,יבש,קלה
2024,9,4000,חיפה,,662,32.79055,35.00323,0,בהיר,יבש,קלה
2024,7,,,3934,,31.78581,34.75028,0,בהיר,יבש,קלה
2024,8,7400,נתניה,,422,32.32856,34.84971,0,בהיר,יבש,קלה
2024,1,4000,חיפה,,1047,32.78086,35.01496,1,גשום,רטוב ממים,קלה
2024,11,1061,נוף הגליל,,135,32.70523,35.32623,0,בהיר,יבש,קלה
2024,5,8300,ראשון לציון,,307,31.96854,34.80392,0,בהיר,יבש,קלה
2024,2,,,5,,32.13461,34.83329,0,בהיר,יבש,קלה
2024,1,6900,כפר סבא,,523,32.17611,34.9051,1,גשום,לא ידוע,קלה
2024,2,6600,חולון,,304,32.0143,34.7864,0,בהיר,יבש,קשה
2024,1,2660,יבנה,,270,31.87435,34.73252,0,בהיר,יבש,קלה
2024,5,1031,שדרות,,216,31.5321,34.5917,0,בהיר,יבש,קלה
2024,9,,,1,,31.8189,35.3892,0,בהיר,יבש,קלה
2024,11,6500,חדרה,,313,32.44862,34.91016,0,בהיר,יבש,קלה
2024,11,8300,ראשון לציון,,540,31.9487,34.80553,0,בהיר,יבש,קלה
2024,12,5000,תל אביב - יפו,,2643,32.0568,34.79451,0,בהיר,יבש,קלה
2024,3,4000,חיפה,,1391,32.7741,35.01114,1,גשום,רטוב ממים,קלה
2024,3,,,65,,32.55119,35.16449,0,בהיר,יבש,קלה
2024,2,3000,ירושלים,,1636,31.76313,35.21893,0,בהיר,יבש,קלה
2024,10,3000,ירושלים,,4146,31.77195,35.247,0,בהיר,יבש,קלה
2024,12,2630,קרית גת,,112,31.61074,34.77211,0,בהיר,יבש,קלה
2024,5,,,596,,32.49499,35.15403,0,לא ידוע,לא ידוע,קלה
2024,4,654,כפר קרע,,,32.50539,35.05082,0,לא ידוע,לא ידוע,קשה
2024,9,9000,באר שבע,,931,31.23996,34.78509,0,בהיר,יבש,קלה
2024,11,9000,באר שבע,,404,31.25214,34.79131,0,בהיר,יבש,קלה
2024,6,,,25,,31.45058,34.55931,0,בהיר,יבש,קלה
2024,7,,,70,,32.76212,35.08861,0,בהיר,יבש,קלה
2024,10,,,20,,32.08867,34.80006,0,בהיר,יבש,קלה
2024,11,,,4372,,31.83749,35.40916,0,בהיר,יבש,קלה
2024,10,1034,קרית מלאכי,,110,31.73136,34.75274,0,בהיר,יבש,קלה
2024,8,,,673,,32.62118,35.31322,0,בהיר,יבש,קלה
2024,3,,,3,,31.70441,34.71976,0,לא ידוע,לא ידוע,קשה
2024,11,,,443,,31.88604,35.10403,0,בהיר,יבש,קלה
2024,9,2660,יבנה,,200,31.87909,34.7465,0,בהיר,יבש,קלה
2024,3,1139,כרמיאל,,174,32.91631,35.30283,1,גשום,רטוב ממים,קלה
2024,10,,,4,,32.3448,34.90797,0,בהיר,יבש,קלה
2024,6,3000,ירושלים,,349,31.78702,35.21789,0,לא ידוע,חול או חצץ על הכביש,קלה
2024,9,8300,ראשון לציון,,1047,31.98394,34.7782,0,בהיר,יבש,קשה
2024,10,8600,רמת גן,,205,32.0908,34.82267,0,בהיר,יבש,קלה
2024,8,6100,בני ברק,,615,32.08563,34.83675,0,בהיר,יבש,קלה
2024,9,9000,באר שבע,,366,31.25315,34.76595,0,בהיר,יבש,קלה
2024,5,4000,חיפה,,601,32.78504,34.98617,0,בהיר,יבש,קלה
2024,5,534,עספיא,,261,32.71633,35.06575,0,בהיר,יבש,קשה
2024,10,7100,אשקלון,,,31.66954,34.57378,0,לא ידוע,לא ידוע,קשה
2024,2,,,7541,,32.72367,35.34463,0,בהיר,יבש,קלה
2024,6,,,45,,31.86534,35.19309,0,בהיר,יבש,קטלנית
2024,7,7400,נתניה,,521,32.32856,34.85639,0,בהיר,יבש,קלה
2024,2,,,38,,31.74735,34.97309,0,בהיר,יבש,קלה
2024,2,,,25,,31.37693,34.61747,0,בהיר,יבש,קלה
2024,2,6900,כפר סבא,,483,32.17443,34.89225,0,בהיר,יבש,קלה
2024,7,8600,רמת גן,,1011,32.06406,34.82356,0,בהיר,יבש,קשה
2024,12,70,אשדוד,,213,31.80964,34.65905,0,בהיר,יבש,קלה
2024,3,7700,עפולה,,328,32.61937,35.30896,0,בהיר,יבש,קשה
2024,1,,,85,,32.93168,35.34248,0,בהיר,יבש,קלה
2024,2,,,6,,32.0102,34.96665,1,גשום,רטוב ממים,קשה
2024,9,,,6532,,32.54869,35.1979,0,בהיר,יבש,קלה
2024,6,,,1,,31.8456,34.98497,0,בהיר,יבש,קלה
2024,7,4000,חיפה,,1015,32.79483,35.02137,0,בהיר,יבש,קלה
2024,10,3000,ירושלים,,1636,31.76693,35.22308,0,בהיר,יבש,קלה
2024,8,6800,קרית אתא,,301,32.80052,35.10538,0,בהיר,יבש,קלה
2024,4,,,978,,33.15897,35.72282,0,לא ידוע,לא ידוע,קשה
2024,1,,,8721,,32.97432,35.22774,0,בהיר,יבש,קלה
2024,9,,,34,,31.44841,34.60107,0,בהיר,יבש,קשה
2024,11,70,אשדוד,,206,31.7785,34.66341,0,בהיר,יבש,קלה
2024,7,5000,תל אביב - יפו,,2604,32.06093,34.80553,0,בהיר,יבש,קלה
2024,3,6500,חדרה,,821,32.43246,34.94265,0,בהיר,יבש,קלה
2024,7,7400,נתניה,,996,32.30036,34.84533,0,בהיר,יבש,קלה
2024,1,,,85,,32.91854,35.43026,1,גשום,רטוב ממים,קלה
2024,6,1034,קרית מלאכי,,139,31.73008,34.74658,0,לא ידוע,לא ידוע,קשה
2024,8,9000,באר שבע,,919,31.24246,34.79162,0,בהיר,יבש,קלה
2024,10,8600,רמת גן,,1738,32.05096,34.84466,0,בהיר,יבש,קלה
2024,11,,,2,,32.28689,34.85933,0,בהיר,יבש,קלה
2024,11,5000,תל אביב - יפו,,738,32.07261,34.77433,0,בהיר,יבש,קשה
2024,10,7100,אשקלון,,496,31.6595,34.59397,0,בהיר,יבש,קלה
2024,5,9000,באר שבע,,810,31.24775,34.78342,0,בהיר,יבש,קלה
2024,7,,,90,,31.7731,35.50335,0,בהיר,יבש,קלה
2024,4,4000,חיפה,,360,32.82409,34.98446,0,בהיר,יבש,קלה
2024,8,,,5,,32.10771,34.96143,0,בהיר,יבש,קלה
2024,9,,,461,,32.04276,34.81916,0,בהיר,יבש,קלה
2024,11,3000,ירושלים,,1753,31.745,35.215,0,לא ידוע,חול או חצץ על הכביש,קלה
2024,6,1061,נוף הגליל,,149,32.68957,35.31278,0,בהיר,יבש,קשה
2024,9,9600,קרית ים,,183,32.84369,35.06582,0,בהיר,יבש,קלה
2024,2,7400,נתניה,,838,32.31545,34.87377,0,בהיר,יבש,קלה
2024,6,4000,חיפה,,512,32.81826,34.99789,0,בהיר,יבש,קלה
2024,1,2630,קרית גת,,415,31.58392,34.78063,0,בהיר,יבש,קלה
2024,8,,,465,,32.03908,35.03209,0,בהיר,יבש,קשה
2024,1,3000,ירושלים,,4455,31.81166,35.19653,0,בהיר,יבש,קלה
2024,12,,,805,,32.89171,35.1908,1,גשום,רטוב ממים,קטלנית
2024,7,1015,מבשרת ציון,,126,31.79501,35.14654,0,בהיר,יבש,קשה
2024,6,,,6531,,32.53572,34.91742,0,בהיר,יבש,קלה
2024,8,70,אשדוד,,206,31.79284,34.6682,0,בהיר,יבש,קלה
2024,3,,,20,,32.04099,34.78139,0,בהיר,יבש,קשה
2024,12,4000,חיפה,,110,32.83256,35.05391,0,לא ידוע,לא ידוע,קלה
2024,4,7700,עפולה,,449,32.61443,35.30857,0,בהיר,יבש,קלה
2024,9,498,טורעאן,,121,32.77298,35.36732,0,בהיר,יבש,קשה
2024,6,,,20,,32.13257,34.81008,0,בהיר,יבש,קשה
2024,3,2600,אילת,,323,29.56577,34.95837,0,בהיר,יבש,קלה
2024,8,511,עילוט,,101,32.71755,35.2616,0,בהיר,יבש,קלה
2024,2,,,25,,31.11145,35.01279,0,בהיר,יבש,קטלנית
2024,6,8600,רמת גן,,1604,32.0587,34.82803,0,בהיר,יבש,קשה
2024,4,,,471,,32.06881,34.89405,0,בהיר,יבש,קטלנית
2024,2,6800,קרית אתא,,254,32.81324,35.11425,1,בהיר,רטוב ממים,קלה
2024,11,4000,חיפה,,587,32.83367,34.98434,0,בהיר,יבש,קלה
2024,3,4000,חיפה,,386,32.81801,34.99327,0,בהיר,יבש,קלה
2024,8,5000,תל אביב - יפו,,1620,32.03341,34.7517,0,בהיר,יבש,קשה
2024,6,,,90,,32.37094,35.5078,0,שרבי,יבש,קלה
2024,6,2610,בית שמש,,410,31.70709,35.00071,0,לא ידוע,יבש,קלה
2024,1,3780,ביתר עילית,,114,31.69788,35.12182,0,בהיר,יבש,קלה
2024,2,3826,שער שומרון,,108,32.12177,35.0318,0,בהיר,יבש,קלה
2024,3,,,4,,32.87795,35.09667,0,בהיר,יבש,קשה
2024,11,,,60,,31.26947,34.8422,0,בהיר,יבש,קלה
2024,4,8300,ראשון לציון,,904,31.99074,34.74979,0,בהיר,יבש,קלה
2024,5,6800,קרית אתא,,223,32.80628,35.10565,0,בהיר,יבש,קלה
2024,9,,,3866,,31.74586,35.01456,0,בהיר,יבש,קשה
2024,3,9700,הוד השרון,,104,32.15414,34.89557,0,בהיר,יבש,קלה
2024,7,70,אשדוד,,330,31.79397,34.63892,0,בהיר,יבש,קלה
2024,3,240,יקנעם עילית,,160,32.65456,35.10516,0,לא ידוע,יבש,קלה
2024,2,771,מבוא ביתר,,9000,31.72246,35.10642,0,בהיר,יבש,קלה
2024,1,,,465,,32.03821,34.98158,0,בהיר,יבש,קלה
2024,9,,,805,,32.8809,35.21988,0,בהיר,יבש,קטלנית
2024,6,,,13,,30.30059,35.13382,0,לא ידוע,לא ידוע,קשה
2024,12,1061,נוף הגליל,,149,32.15093,34.84344,1,בהיר,רטוב ממים,קלה
2024,11,,,4438,,31.95222,34.95433,0,לא ידוע,לא ידוע,קשה
2024,10,,,31,,31.3076,34.90168,0,לא ידוע,לא ידוע,קשה
2024,1,1304,שוהם,,132,32.00361,34.94379,1,גשום,רטוב ממים,קלה
2024,12,,,40,,32.0509,34.90486,0,לא ידוע,לא ידוע,קלה
2024,6,494,דאלית אל-כרמל,,134,32.68815,35.06297,0,בהיר,יבש,קלה
2024,11,4000,חיפה,,1161,32.82968,34.9644,0,לא ידוע,לא ידוע,קלה
2024,11,8400,רחובות,,403,31.88328,34.81668,0,לא ידוע,לא ידוע,קשה
2024,3,,,40,,32.09682,34.90154,0,בהיר,יבש,קשה
2024,9,,,3,,31.6916,34.68036,0,בהיר,יבש,קלה
2024,4,,,90,,31.75322,35.49008,0,אחר,יבש,קלה
2024,10,9700,הוד השרון,,237,32.14983,34.89252,0,בהיר,יבש,קלה
2024,10,3000,ירושלים,,283,31.81377,35.22352,0,בהיר,יבש,קלה
2024,12,,,554,,32.19935,34.91591,0,לא ידוע,לא ידוע,קלה
2024,9,,,3,,31.7239,34.74647,0,בהיר,יבש,קלה
2024,1,3000,ירושלים,,5128,31.81151,35.23232,1,גשום,רטוב ממים,קלה
2024,10,246,נתיבות,,270,31.41298,34.57644,0,בהיר,יבש,קלה
2024,8,,,2,,32.28689,34.85933,0,בהיר,יבש,קלה
2024,3,3000,ירושלים,,1522,31.77692,35.22034,0,בהיר,יבש,קלה
2024,1,7400,נתניה,,609,32.29842,34.85357,1,גשום,רטוב ממים,קלה
2024,2,,,80,,31.16787,35.02442,0,בהיר,יבש,קשה
2024,2,,,70,,32.753,35.07146,1,גשום,רטוב ממים,קלה
2024,12,,,443,,31.90195,35.02804,0,לא ידוע,לא ידוע,קשה
2024,8,5000,תל אביב - יפו,,2139,32.03896,34.75709,0,לא ידוע,לא ידוע,קשה
2024,12,4000,חיפה,,1240,32.78845,34.96735,0,לא ידוע,לא ידוע,קלה
2024,1,,,2,,32.14087,34.80133,0,בהיר,יבש,קלה
2024,10,,,4,,32.59227,34.94703,0,בהיר,יבש,קלה
2024,11,7400,נתניה,,847,32.30678,34.87453,0,בהיר,יבש,קלה
2024,1,7000,לוד,,401,31.94746,34.88774,0,לא ידוע,לא ידוע,קלה
2024,8,8200,קרית מוצקין,,124,32.83895,35.0821,0,בהיר,יבש,קשה
2024,9,7100,אשקלון,,491,31.66679,34.59363,0,בהיר,יבש,קלה
2024,1,7400,נתניה,,514,32.31607,34.85493,0,בהיר,יבש,קלה
2024,2,,,386,,31.73207,35.07686,0,בהיר,יבש,קשה
2024,2,7900,פתח תקווה,,715,32.07855,34.89007,1,גשום,לא ידוע,קלה
2024,8,4203,מסעדה,,9000,33.23103,35.75666,0,לא ידוע,לא ידוע,קשה
2024,5,530,עיילבון,,,32.83636,35.40172,0,לא ידוע,לא ידוע,קשה
2024,8,6900,כפר סבא,,523,32.17586,34.90588,0,בהיר,יבש,קלה
2024,11,,,70,,33.01792,35.1423,1,גשום,רטוב ממים,קלה
2024,10,3000,ירושלים,,4565,31.7334,35.18253,0,לא ידוע,לא ידוע,קשה
2024,2,,,4,,32.83539,35.08426,0,בהיר,יבש,קלה
2024,8,7900,פתח תקווה,,809,32.08084,34.88215,0,בהיר,יבש,קלה
2024,4,,,40,,31.15342,34.80573,0,לא ידוע,לא ידוע,קשה
2024,10,7400,נתניה,,205,32.3475,34.85743,0,בהיר,יבש,קלה
2024,2,,,6,,32.12419,34.94453,0,בהיר,יבש,קשה
2024,2,,,780,,32.81243,35.10483,0,בהיר,יבש,קלה
2024,2,9400,יהוד-מונוסון,,103,32.03511,34.89784,0,בהיר,יבש,קלה
2024,4,8500,רמלה,,432,31.92625,34.86351,0,בהיר,יבש,קשה
2024,5,,,6353,,32.47186,35.04044,0,לא ידוע,לא ידוע,קשה
2024,2,1319,בת חפר,,,32.33331,35.01358,0,בהיר,יבש,קלה
2024,5,,,4,,32.98045,35.09426,0,בהיר,יבש,קלה
2024,1,,,2,,32.19791,34.81895,0,בהיר,יבש,קשה
2024,3,7400,נתניה,,607,32.31203,34.86461,0,בהיר,יבש,קלה
2024,1,5000,תל אביב - יפו,,829,32.08366,34.78916,1,גשום,רטוב ממים,קלה
2024,9,2600,אילת,,177,29.54391,34.93147,0,בהיר,יבש,קלה
2024,1,6900,כפר סבא,,535,32.17014,34.91808,0,לא ידוע,לא ידוע,קשה
2024,7,494,דאלית אל-כרמל,,151,32.68419,35.06965,0,בהיר,יבש,קלה
2024,4,6500,חדרה,,733,32.42712,34.92345,0,בהיר,יבש,קלה
2024,8,4000,חיפה,,561,32.80934,34.96165,0,בהיר,יבש,קלה
2024,7,7900,פתח תקווה,,715,32.07855,34.89007,0,בהיר,יבש,קשה
2024,6,,,446,,31.98885,35.05335,0,בהיר,יבש,קטלנית
2024,5,,,90,,32.86351,35.5295,0,בהיר,יבש,קלה
2024,1,2600,אילת,,109,29.55422,34.94837,0,בהיר,יבש,קלה
2024,11,3616,מעלה אדומים,,221,31.78806,35.33042,0,בהיר,יבש,קלה
2024,11,7300,נצרת,,513,32.70568,35.30102,0,בהיר,יבש,קלה
2024,4,7100,אשקלון,,374,31.66959,34.56777,0,בהיר,יבש,קלה
2024,7,4000,חיפה,,635,32.80825,34.98595,0,בהיר,יבש,קלה
2024,3,4000,חיפה,,825,32.80783,34.99525,0,בהיר,יבש,קלה
2024,12,831,ירוחם,,138,30.98631,34.93303,0,בהיר,יבש,קשה
2024,3,3000,ירושלים,,1636,31.76144,35.21698,0,לא ידוע,יבש,קלה
2024,1,3000,ירושלים,,4106,31.82942,35.22509,0,בהיר,יבש,קשה
2024,8,,,85,,32.91576,35.12498,0,בהיר,יבש,קלה
2024,10,1286,שגב-שלום,,105,31.19102,34.83316,0,בהיר,יבש,קטלנית
2024,10,,,55,,32.18668,35.00526,0,בהיר,יבש,קלה
2024,9,3000,ירושלים,,348,31.78364,35.22719,0,בהיר,יבש,קלה
2024,6,3000,ירושלים,,4773,31.80735,35.2122,0,בהיר,יבש,קלה
2024,12,681,גבעת שמואל,,112,32.08118,34.85115,0,לא ידוע,לא ידוע,קשה
2024,2,9000,באר שבע,,202,31.26183,34.79472,0,לא ידוע,לא ידוע,קשה
2024,12,3000,ירושלים,,1023,31.78761,35.19295,0,בהיר,יבש,קשה
2024,10,469,קרית עקרון,,135,31.85593,34.82534,0,לא ידוע,לא ידוע,קשה
2024,12,,,5504,,32.18705,34.95011,0,בהיר,יבש,קשה
2024,5,,,1,,31.80049,35.0866,0,בהיר,יבש,קשה
2024,3,6100,בני ברק,,203,32.09739,34.82998,0,בהיר,יבש,קלה
2024,1,2550,גדרה,,108,31.80948,34.77793,0,בהיר,יבש,קלה
2024,12,4000,חיפה,,505,32.82647,34.98365,0,בהיר,יבש,קשה
2024,2,,,4,,31.72428,34.63589,0,בהיר,יבש,קלה
2024,2,5000,תל אביב - יפו,,1002,32.08784,34.79686,0,בהיר,יבש,קלה
2024,4,,,20,,32.10211,34.80387,0,לא ידוע,לא ידוע,קשה
2024,12,6300,גבעתיים,,514,32.06777,34.8027,0,בהיר,יבש,קשה
2024,6,8500,רמלה,,302,31.93189,34.8633,0,בהיר,יבש,קלה
2024,8,,,4,,32.91892,35.09695,0,בהיר,יבש,קלה
2024,4,7400,נתניה,,210,32.34272,34.8621,0,בהיר,יבש,קלה
2024,10,,,444,,32.07979,34.95052,0,בהיר,יבש,קלה
2024,11,,,505,,32.11962,35.29719,0,בהיר,יבש,קשה
2024,11,,,375,,31.68455,34.98928,0,בהיר,יבש,קשה
2024,8,8700,רעננה,,,32.18558,34.87004,0,בהיר,יבש,קלה
2024,1,,,65,,32.89094,35.47998,0,בהיר,יבש,קלה
2024,11,5000,תל אביב - יפו,,1437,32.09762,34.79692,0,בהיר,יבש,קלה
2024,6,2530,באר יעקב,,170,31.93401,34.83096,0,בהיר,יבש,קלה
2024,11,5000,תל אביב - יפו,,1620,32.05377,34.75951,0,בהיר,יבש,קלה
2024,12,4000,חיפה,,129,32.83681,35.06653,1,גשום,רטוב ממים,קלה
2024,1,,,554,,32.19935,34.91591,0,בהיר,יבש,קלה
2024,10,2640,ראש העין,,,32.09448,34.95866,0,לא ידוע,לא ידוע,קלה
2024,11,,,1,,31.79848,35.14608,0,לא ידוע,לא ידוע,קלה
2024,11,,,44,,31.90166,34.88785,1,לא ידוע,רטוב ממים,קלה
2024,4,1061,נוף הגליל,,145,32.69372,35.31286,0,בהיר,יבש,קטלנית
2024,8,4000,חיפה,,772,32.78796,34.99226,0,בהיר,יבש,קטלנית
2024,8,,,40,,31.92344,34.88417,0,בהיר,יבש,קלה
2024,5,5000,תל אביב - יפו,,3020,32.03668,34.76336,0,בהיר,יבש,קלה
2024,1,,,67,,32.58485,34.96094,1,גשום,רטוב ממים,קלה
2024,10,7900,פתח תקווה,,108,32.09602,34.88834,0,בהיר,יבש,קשה
2024,2,,,60,,32.65573,35.29234,0,בהיר,יבש,קלה
2024,11,,,4,,32.89052,35.09449,0,בהיר,יבש,קלה
2024,1,,,65,,32.47026,35.00972,1,גשום,רטוב ממים,קלה
2024,1,,,70,,32.79498,35.1421,1,גשום,רטוב ממים,קלה
2024,11,3000,ירושלים,,4773,31.8065,35.23431,0,לא ידוע,יבש,קלה
2024,10,,,85,,32.92799,35.32026,0,בהיר,יבש,קטלנית
2024,9,1161,רהט,,261,31.37453,34.73556,0,בהיר,יבש,קטלנית
2024,2,,,35,,31.64729,34.68913,0,בהיר,יבש,קלה
2024,12,7100,אשקלון,,1061,31.66812,34.57967,0,בהיר,יבש,קשה
2024,5,7800,פרדס חנה-כרכור,,503,31.06744,35.02959,0,בהיר,יבש,קלה
2024,7,509,כפר כנא,,130,32.74607,35.3421,0,בהיר,יבש,קטלנית
2024,4,,,89,,33.0148,35.27683,0,בהיר,יבש,קשה
2024,9,,,20,,32.00134,34.75965,0,בהיר,יבש,קלה
2024,5,,,6,,32.06811,34.93551,0,בהיר,יבש,קלה
2024,6,7400,נתניה,,251,32.33097,34.84985,0,בהיר,יבש,קשה
2024,9,,,25,,31.30482,34.70892,0,בהיר,יבש,קלה
2024,11,5000,תל אביב - יפו,,404,32.07353,34.7818,0,בהיר,יבש,קלה
2024,10,9400,יהוד-מונוסון,,145,32.03228,34.89278,0,בהיר,יבש,קטלנית
2024,12,2630,קרית גת,,285,31.61411,34.75618,0,בהיר,יבש,קלה
2024,7,,,60,,32.62347,35.28951,0,בהיר,אחר,קטלנית
2024,3,70,אשדוד,,189,31.79442,34.64202,0,בהיר,יבש,קלה
2024,10,3000,ירושלים,,4162,31.79804,35.23135,0,לא ידוע,חול או חצץ על הכביש,קשה
2024,7,502,ירכא,,9000,32.95505,35.20758,0,בהיר,יבש,קטלנית
2024,8,7900,פתח תקווה,,214,32.0873,34.88282,0,בהיר,יבש,קלה
2024,9,3000,ירושלים,,4113,31.79953,35.23272,0,לא ידוע,לא ידוע,קשה
2024,5,6200,בת ים,,101,32.02333,34.75814,0,בהיר,יבש,קלה
2024,5,3000,ירושלים,,1021,31.77788,35.18595,0,לא ידוע,לא ידוע,קשה
2024,4,,,3,,31.80974,34.85777,0,בהיר,יבש,קלה
2024,10,6900,כפר סבא,,533,32.17616,34.89444,0,בהיר,יבש,קלה
2024,12,654,כפר קרע,,670,32.50539,35.05082,0,בהיר,יבש,קשה
2024,7,6400,הרצליה,,540,32.16796,34.83709,0,בהיר,יבש,קשה
2024,3,9000,באר שבע,,275,31.26872,34.78708,0,בהיר,יבש,קלה
2024,2,8300,ראשון לציון,,143,31.96663,34.78386,0,בהיר,יבש,קלה
2024,3,2200,דימונה,,190,31.07481,35.03492,0,בהיר,יבש,קלה
2024,6,4000,חיפה,,1161,32.81529,34.95603,0,בהיר,יבש,קשה
2024,7,2600,אילת,,252,29.5543,34.94513,0,בהיר,יבש,קלה
2024,7,5000,תל אביב - יפו,,2309,32.04698,34.78367,0,לא ידוע,לא ידוע,קלה
2024,5,5000,תל אביב - יפו,,1947,32.04196,34.7552,0,לא ידוע,לא ידוע,קשה
2024,10,,,4,,32.96887,35.09293,0,בהיר,יבש,קשה
2024,11,4000,חיפה,,185,32.81839,35.06862,0,בהיר,יבש,קלה
2024,5,2300,קרית טבעון,,117,32.71524,35.12471,0,בהיר,יבש,קלה
2024,3,,,20,,31.9874,34.75745,0,בהיר,יבש,קלה
2024,9,3000,ירושלים,,1004,31.78603,35.19517,0,לא ידוע,לא ידוע,קשה
2024,2,6200,בת ים,,221,32.01376,34.74241,0,לא ידוע,יבש,קשה
2024,11,7900,פתח תקווה,,1014,32.09099,34.87121,0,לא ידוע,לא ידוע,קלה
2024,2,,,35,,31.56482,35.11934,0,לא ידוע,לא ידוע,קשה
2024,11,6500,חדרה,,602,32.43654,34.91935,0,לא ידוע,לא ידוע,קלה
2024,12,3000,ירושלים,,1405,31.76966,35.209,0,בהיר,יבש,קלה
2024,9,1061,נוף הגליל,,104,32.70658,35.31962,0,בהיר,יבש,קלה
2024,9,,,65,,32.51151,35.11599,0,בהיר,יבש,קטלנית
2024,3,70,אשדוד,,500,31.81566,34.65847,0,בהיר,יבש,קלה
2024,12,7900,פתח תקווה,,961,32.08952,34.86884,1,גשום,רטוב ממים,קלה
2024,3,3000,ירושלים,,4325,31.75029,35.23719,0,לא ידוע,לא ידוע,קלה
2024,10,7100,אשקלון,,507,31.6559,34.5856,0,בהיר,יבש,קלה
2024,5,,,3157,,31.64801,35.17189,0,בהיר,יבש,קשה
2024,7,4000,חיפה,,370,32.81857,34.99861,0,בהיר,יבש,קלה
2024,2,,,4,,32.09245,34.84586,0,לא ידוע,לא ידוע,קלה
2024,6,,,66,,32.61505,35.14234,0,בהיר,יבש,קלה
2024,3,5000,תל אביב - יפו,,2378,32.05409,34.77907,0,בהיר,יבש,קלה
